"","farm","plot","subplot","time","sampler","method","depth","tsip_qr","mukey","area_ac","areasymbol","musym","muname","dbovendry_r","claytotal_r","x","y"
"1","BT",1,"A",NA,"Jenna","Core",15,"BBCD042570",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.43483097,43.10808539
"2","BT",1,"A",NA,"Jenna","Auger",15,"BBCD047874",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.43483097,43.10808539
"3","BT",1,"A",146,"Jenna","Core",30,"BBCD042566",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.43483097,43.10808539
"4","BT",1,"A",70,"Jenna","Auger",30,"BBCD047875",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.43483097,43.10808539
"5","BT",1,"B",NA,"Ben","Core",15,"BBCD042521",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.43473731,43.10805006
"6","BT",1,"B",NA,"Ben","Auger",15,"BBCD047873",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.43473731,43.10805006
"7","BT",1,"B",1.06,"Ben","Core",30,"BBCD042568",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.43473731,43.10805006
"8","BT",1,"B",50,"Ben","Auger",30,"BBCD047876",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.43473731,43.10805006
"9","BT",2,"A",NA,"Campbell","Core",15,"BBCD042567",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.43453019,43.1073767
"10","BT",2,"A",NA,"Campbell","Auger",15,"BBCD047866",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.43453019,43.1073767
"11","BT",2,"A",120,"Campbell","Core",30,"BBCD042565",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.43453019,43.1073767
"12","BT",2,"A",27,"Campbell","Auger",30,"BBCD047872",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.43453019,43.1073767
"13","BT",2,"B",NA,"Abby","Core",15,"BBCD042564",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.4344452,43.10739615
"14","BT",2,"B",NA,"Abby","Auger",15,"BBCD047867",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.4344452,43.10739615
"15","BT",2,"B",1.37,"Abby","Core",30,"BBCD042563",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.4344452,43.10739615
"16","BT",2,"B",57,"Abby","Auger",30,"BBCD047868",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.4344452,43.10739615
"17","BT",3,"A",NA,"Campbell","Core",15,"BBCD044421",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.43516422,43.1071186
"18","BT",3,"A",NA,"Campbell","Auger",15,"BBCD047869",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.43516422,43.1071186
"19","BT",3,"A",60,"Campbell","Core",30,"BBCD044420",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.43516422,43.1071186
"20","BT",3,"A",42,"Campbell","Auger",30,"BBCD047836",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.43516422,43.1071186
"21","BT",3,"B",NA,"Bree","Core",15,"BBCD042562",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.435105,43.10718
"22","BT",3,"B",NA,"Bree","Auger",15,"BBCD047885",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.435105,43.10718
"23","BT",3,"B",41,"Bree","Core",30,"BBCD042561",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.435105,43.10718
"24","BT",3,"B",57,"Bree","Auger",30,"BBCD047884",295987,1.01343698924129e-07,"NY115","NAC","Nassau shaly silt loam, undulating through hilly",1.350333,14.7,-73.435105,43.10718
"25","BT",4,"A",NA,"Campbell","Core",15,"BBCD042560",295950,2.8956439798003e-08,"NY115","BrB","Bernardston-Nassau shaly silt loams, 3 to 8 percent slopes",1.278222,13.05,-73.4346055,43.10647377
"26","BT",4,"A",NA,"Campbell","Auger",15,"BBCD047935",295950,2.8956439798003e-08,"NY115","BrB","Bernardston-Nassau shaly silt loams, 3 to 8 percent slopes",1.278222,13.05,-73.4346055,43.10647377
"27","BT",4,"A",45,"Campbell","Core",30,"BBCD042559",295950,2.8956439798003e-08,"NY115","BrB","Bernardston-Nassau shaly silt loams, 3 to 8 percent slopes",1.278222,13.05,-73.4346055,43.10647377
"28","BT",4,"A",55,"Campbell","Auger",30,"BBCD047886",295950,2.8956439798003e-08,"NY115","BrB","Bernardston-Nassau shaly silt loams, 3 to 8 percent slopes",1.278222,13.05,-73.4346055,43.10647377
"29","BT",4,"B",NA,"Bree","Core",15,"BBCD042556",295950,2.8956439798003e-08,"NY115","BrB","Bernardston-Nassau shaly silt loams, 3 to 8 percent slopes",1.278222,13.05,-73.43451351,43.1064399
"30","BT",4,"B",NA,"Bree","Auger",15,"BBCD047887",295950,2.8956439798003e-08,"NY115","BrB","Bernardston-Nassau shaly silt loams, 3 to 8 percent slopes",1.278222,13.05,-73.43451351,43.1064399
"31","BT",4,"B",56,"Bree","Core",30,"BBCD042555",295950,2.8956439798003e-08,"NY115","BrB","Bernardston-Nassau shaly silt loams, 3 to 8 percent slopes",1.278222,13.05,-73.43451351,43.1064399
"32","BT",4,"B",70,"Bree","Auger",30,"BBCD047888",295950,2.8956439798003e-08,"NY115","BrB","Bernardston-Nassau shaly silt loams, 3 to 8 percent slopes",1.278222,13.05,-73.43451351,43.1064399
"33","FB",1,"A",63,"Bree","Core",15,"BBCD042554",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.97015119,42.98659513
"34","FB",1,"A",50,"Bree","Auger",15,"BBCD047931",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.97015119,42.98659513
"35","FB",1,"A",NA,"Bree","Core",30,"BBCD042549",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.97015119,42.98659513
"36","FB",1,"A",NA,"Bree","Auger",30,"BBCD047908",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.97015119,42.98659513
"37","FB",1,"B",55,"Ben","Core",15,"BBCD042550",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.97020643,42.98649572
"38","FB",1,"B",30,"Ben","Auger",15,"BBCD047890",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.97020643,42.98649572
"39","FB",1,"B",NA,"Ben","Core",30,"BBCD042557",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.97020643,42.98649572
"40","FB",1,"B",NA,"Ben","Auger",30,"BBCD047889",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.97020643,42.98649572
"41","FB",2,"A",57,"Jenna","Core",15,"BBCD042558",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.97211554,42.98618417
"42","FB",2,"A",33,"Jenna","Auger",15,"BBCD047907",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.97211554,42.98618417
"43","FB",2,"A",NA,"Jenna","Core",30,"BBCD042553",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.97211554,42.98618417
"44","FB",2,"A",NA,"Jenna","Auger",30,"BBCD047910",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.97211554,42.98618417
"45","FB",2,"B",33,"Campbell","Core",15,"BBCD042551",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.9721297,42.98608654
"46","FB",2,"B",31,"Campbell","Auger",15,"BBCD047891",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.9721297,42.98608654
"47","FB",2,"B",NA,"Campbell","Core",30,"BBCD042552",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.9721297,42.98608654
"48","FB",2,"B",NA,"Campbell","Auger",30,"BBCD047892",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.9721297,42.98608654
"49","FB",3,"A",38,"Ben","Core",15,"BBCD042548",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.9732194,42.98799373
"50","FB",3,"B",50,"Bree","Core",15,"BBCD042546",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.97305463,42.98800713
"51","FB",3,"A",32,"Ben","Auger",15,"BBCD047893",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.9732194,42.98799373
"52","FB",3,"B",40,"Bree","Auger",15,"BBCD047895",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.97305463,42.98800713
"53","FB",3,"A",NA,"Ben","Core",30,"BBCD042547",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.9732194,42.98799373
"54","FB",3,"B",NA,"Bree","Core",30,"BBCD042545",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.97305463,42.98800713
"55","FB",3,"A",NA,"Ben","Auger",30,"BBCD047894",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.9732194,42.98799373
"56","FB",3,"B",NA,"Bree","Auger",30,"BBCD047896",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.97305463,42.98800713
"57","FB",4,"A",29,"Ben","Core",15,"BBCD042543",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.97215879,42.98739748
"58","FB",4,"A",31,"Ben","Auger",15,"BBCD047897",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.97215879,42.98739748
"59","FB",4,"A",NA,"Ben","Core",30,"BBCD042544",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.97215879,42.98739748
"60","FB",4,"A",NA,"Ben","Auger",30,"BBCD047899",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.97215879,42.98739748
"61","FB",4,"B",28,"Ben","Core",15,"BBCD042525",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.9720805,42.98729001
"62","FB",4,"B",30,"Ben","Auger",15,"BBCD047900",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.9720805,42.98729001
"63","FB",4,"B",NA,"Ben","Core",30,"BBCD042524",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.9720805,42.98729001
"64","FB",4,"B",NA,"Ben","Auger",30,"BBCD047898",294352,1.30738482849147e-07,"NY091","BvB","Broadalbin-Manlius-Nassau, complex, undulating",1.368246,11.68421,-73.9720805,42.98729001
"65","HR",1,"A",NA,"Jenna","Core",15,"BBCD043920",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.82135033,42.08791039
"66","HR",1,"A",NA,"Jenna","Auger",15,"BBCD049079",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.82135033,42.08791039
"67","HR",1,"A",105,"Jenna","Core",30,"BBCD043921",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.82135033,42.08791039
"68","HR",1,"A",60,"Jenna","Auger",30,"BBCD049080",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.82135033,42.08791039
"69","HR",1,"B",NA,"Campbell","Core",15,"BBCD043918",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.82120945,42.08783668
"70","HR",1,"B",NA,"Campbell","Auger",15,"BBCD049077",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.82120945,42.08783668
"71","HR",1,"B",96,"Campbell","Core",30,"BBCD043919",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.82120945,42.08783668
"72","HR",1,"B",116,"Campbell","Auger",30,"BBCD049076",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.82120945,42.08783668
"73","HR",2,"A",NA,"Jenna","Core",15,"BBCD043916",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.82097222,42.08847222
"74","HR",2,"A",NA,"Jenna","Auger",15,"BBCD049062",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.82097222,42.08847222
"75","HR",2,"A",274,"Jenna","Core",30,"BBCD043917",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.82097222,42.08847222
"76","HR",2,"A",57,"Jenna","Auger",30,"BBCD049063",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.82097222,42.08847222
"77","HR",2,"B",NA,"Abby","Core",15,"BBCD043903",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.82110398,42.08856475
"78","HR",2,"B",NA,"Abby","Auger",15,"BBCD047937",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.82110398,42.08856475
"79","HR",2,"B",446,"Abby","Core",30,"BBCD043904",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.82110398,42.08856475
"80","HR",2,"B",73,"Abby","Auger",30,"BBCD047936",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.82110398,42.08856475
"81","HR",3,"A",NA,"Jenna","Core",15,"BBCD043912",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.81986015,42.08816335
"82","HR",3,"A",NA,"Jenna","Auger",15,"BBCD049064",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.81986015,42.08816335
"83","HR",3,"A",121,"Jenna","Core",30,"BBCD043913",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.81986015,42.08816335
"84","HR",3,"A",76,"Jenna","Auger",30,"BBCD049065",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.81986015,42.08816335
"85","HR",3,"B",NA,"Abby","Core",15,"BBCD043901",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.81985734,42.08823735
"86","HR",3,"B",NA,"Abby","Auger",15,"BBCD049066",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.81985734,42.08823735
"87","HR",3,"B",124,"Abby","Core",30,"BBCD043902",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.81985734,42.08823735
"88","HR",3,"B",102,"Abby","Auger",30,"BBCD049067",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.81985734,42.08823735
"89","HR",4,"A",NA,"Abby","Core",15,"BBCD043898",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.81930816,42.08763789
"90","HR",4,"A",NA,"Abby","Auger",15,"BBCD049068",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.81930816,42.08763789
"91","HR",4,"A",126,"Abby","Core",30,"BBCD043899",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.81930816,42.08763789
"92","HR",4,"A",57,"Abby","Auger",30,"BBCD049069",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.81930816,42.08763789
"93","HR",4,"B",NA,"Jenna","Core",15,"BBCD043874",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.81930319,42.08753122
"94","HR",4,"B",NA,"Jenna","Auger",15,"BBCD049070",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.81930319,42.08753122
"95","HR",4,"B",102,"Jenna","Core",30,"BBCD043875",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.81930319,42.08753122
"96","HR",4,"B",63,"Jenna","Auger",30,"BBCD049071",290350,1.19942798244047e-07,"NY021","KrA","Knickerbocker fine sandy loam, 0 to 3 percent slopes",1.31,5,-73.81930319,42.08753122
"97","PM",1,"A",NA,"Abby","Core",15,"BBCD044920",294444,1.44885858385078e-08,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80763889,43.06930556
"98","PM",1,"A",NA,"Abby","Auger",15,"BBCD049054",294444,1.44885858385078e-08,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80763889,43.06930556
"99","PM",1,"A",360,"Abby","Core",30,"BBCD044921",294444,1.44885858385078e-08,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80763889,43.06930556
"100","PM",1,"A",122,"Abby","Auger",30,"BBCD049055",294444,1.44885858385078e-08,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80763889,43.06930556
"101","PM",1,"B",NA,"Jenna","Core",15,"BBCD044918",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.8075067,43.06933786
"102","PM",1,"B",NA,"Jenna","Auger",15,"BBCD049056",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.8075067,43.06933786
"103","PM",1,"B",120,"Jenna","Core",30,"BBCD044917",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.8075067,43.06933786
"104","PM",1,"B",80,"Jenna","Auger",30,"BBCD049059",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.8075067,43.06933786
"105","PM",2,"A",NA,"Bree","Core",15,"BBCD044919",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80815922,43.06966835
"106","PM",2,"A",NA,"Bree","Auger",15,"BBCD049058",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80815922,43.06966835
"107","PM",2,"A",140,"Bree","Core",30,"BBCD044916",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80815922,43.06966835
"108","PM",2,"A",120,"Bree","Auger",30,"BBCD049057",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80815922,43.06966835
"109","PM",2,"B",NA,"Jenna","Core",15,"BBCD044915",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80809691,43.06959245
"110","PM",2,"B",NA,"Jenna","Auger",15,"BBCD049060",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80809691,43.06959245
"111","PM",2,"B",108,"Jenna","Core",30,"BBCD044914",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80809691,43.06959245
"112","PM",2,"B",84,"Jenna","Auger",30,"BBCD049061",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80809691,43.06959245
"113","PM",3,"A",NA,"Abby","Core",15,"BBCD044913",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80819444,43.06902778
"114","PM",3,"A",NA,"Abby","Auger",15,"BBCD049089",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80819444,43.06902778
"115","PM",3,"A",185,"Abby","Core",30,"BBCD044912",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80819444,43.06902778
"116","PM",3,"A",57,"Abby","Auger",30,"BBCD049088",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80819444,43.06902778
"117","PM",3,"B",NA,"Bree","Core",15,"BBCD044911",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80808436,43.06897809
"118","PM",3,"B",NA,"Bree","Auger",15,"BBCD049087",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80808436,43.06897809
"119","PM",3,"B",172,"Bree","Core",30,"BBCD044910",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80808436,43.06897809
"120","PM",3,"B",103,"Bree","Auger",30,"BBCD049084",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80808436,43.06897809
"121","PM",4,"A",NA,"Jenna","Core",15,"BBCD044909",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80986111,43.06930556
"122","PM",4,"A",NA,"Jenna","Auger",15,"BBCD049086",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80986111,43.06930556
"123","PM",4,"A",149,"Jenna","Core",30,"BBCD044908",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80986111,43.06930556
"124","PM",4,"A",46,"Jenna","Auger",30,"BBCD049085",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80986111,43.06930556
"125","PM",4,"B",NA,"Abby","Core",15,"BBCD044907",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80987495,43.06921432
"126","PM",4,"B",NA,"Abby","Auger",15,"BBCD049083",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80987495,43.06921432
"127","PM",4,"B",70,"Abby","Core",30,"BBCD044872",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80987495,43.06921432
"128","PM",4,"B",49,"Abby","Auger",30,"BBCD049082",294444,1.15908406231683e-07,"NY091","WnB","Windsor loamy sand, 3 to 8 percent slopes",1.39,1,-73.80987495,43.06921432
